,Channel,Original Interest Rate,Current Interest Rate,Original UPB,UPB at Issuance,Original Loan Term,Loan Age,Remaining Months to Legal Maturity,Remaining Months To Maturity,Original Loan to Value Ratio (LTV),Original Combined Loan to Value Ratio (CLTV),Number of Borrowers,Debt-To-Income (DTI),Borrower Credit Score at Origination,Co-Borrower Credit Score at Origination,First Time Home Buyer Indicator,Loan Purpose ,Property Type,Number of Units,Occupancy Status,Property State,Metropolitan Statistical Area (MSA) or Metropolitan Statistical Division Area (MSDA),Mortgage Insurance Percentage,Amortization Type,Prepayment Penalty Indicator,Interest Only Loan Indicator,Interest Only First Principal And Interest Payment Date,Months to Amortization,Loan Payment History,Modification Flag,Mortgage Insurance Cancellation Indicator,Zero Balance Code,Zero Balance Effective Date,UPB at the Time of Removal,Repurchase Date,Scheduled Principal Current,Total Principal Current,Unscheduled Principal Current,Last Paid Installment Date,Property Preservation and Repair Costs,Asset Recovery Costs,Miscellaneous Holding Expenses and Credits,Associated Taxes for Holding Property,Modification-Related Non-Interest Bearing UPB,Principal Forgiveness Amount,Original List Start Date,Original List Price,Current List Price,Borrower Credit Score At Issuance,Co-Borrower Credit Score At Issuance,Borrower Credit Score Current ,Co-Borrower Credit Score Current,Mortgage Insurance Type,Servicing Activity Indicator,Special Eligibility Program,Relocation Mortgage Indicator,Zero Balance Code Change Date,Loan Holdback Effective Date,Property Valuation Method ,High Balance Loan Indicator ,ARM Initial Fixed-Rate Period  ≤ 5 YR Indicator,ARM Product Type,Initial Fixed-Rate Period ,Interest Rate Adjustment Frequency,Next Interest Rate Adjustment Date,Next Payment Change Date,ARM Cap Structure,Initial Interest Rate Cap Up Percent,Periodic Interest Rate Cap Up Percent,Lifetime Interest Rate Cap Up Percent,Mortgage Margin,ARM Balloon Indicator,ARM Plan Number,Borrower Assistance Plan,High Loan to Value (HLTV) Refinance Option Indicator,Repurchase Make Whole Proceeds Flag,Total Deferral Amount ,Payment Deferral Modification Event Indicator,Interest Bearing UPB,market rate
13505,B,8.125,8.125,574000.0,,360,0,360,359,75,75,1,41.0,790.0,,N,P,SF,1,I,FL,15980,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
17436,C,6.624,6.624,289000.0,,360,0,360,359,75,75,2,24.0,758.0,759.0,Y,P,SF,1,P,IN,17140,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
10898,C,7.5,7.5,667000.0,,360,2,358,357,80,80,2,22.0,754.0,815.0,Y,P,PU,1,P,UT,41620,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,503.78,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
12562,R,5.25,5.25,508000.0,,360,-1,361,360,80,80,2,38.0,798.0,782.0,N,P,SF,1,P,CO,19740,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
56,R,6.99,6.99,447000.0,,360,1,359,359,95,95,2,33.0,768.0,784.0,N,P,PU,1,P,CO,17820,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,366.72,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
3412,R,6.625,6.625,210000.0,,360,1,359,359,80,80,1,42.0,754.0,,Y,P,CO,1,P,WA,36500,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,184.84,,,,,,,,,,,,,,,,,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
2855,C,7.625,7.625,342000.0,,360,2,358,358,95,95,1,37.0,793.0,,N,P,SF,4,P,OH,18140,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,249.1,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
400,B,6.999,6.999,720000.0,,360,2,358,358,90,90,2,20.0,770.0,783.0,N,P,SF,1,P,OH,10420,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,593.73,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
2986,R,7.625,7.625,206000.0,,360,2,358,357,60,60,2,36.0,764.0,674.0,N,P,PU,1,I,TX,19100,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,301.18,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6605,R,6.125,6.125,270000.0,,360,0,360,360,75,75,1,31.0,786.0,,N,P,SF,4,I,NM,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
16822,R,6.0,6.0,400000.0,,360,-1,361,360,53,53,2,17.0,779.0,757.0,N,R,SF,1,P,NV,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
10192,R,5.75,5.75,382000.0,,180,1,179,171,80,80,2,27.0,753.0,750.0,Y,P,PU,1,P,TX,26420,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,4684.97,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
11904,R,7.625,7.625,204000.0,,360,1,359,359,69,69,1,48.0,685.0,,N,C,SF,1,P,LA,35380,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,147.32,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
13583,C,6.625,6.625,243000.0,,360,0,360,360,70,70,1,18.0,806.0,,N,P,PU,1,I,TX,12420,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6554,R,6.25,6.25,548000.0,,360,1,359,359,95,95,2,36.0,807.0,733.0,N,P,PU,1,P,TX,41700,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,520.02,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
8780,C,7.5,7.5,234000.0,,360,3,357,356,80,104,2,48.0,761.0,670.0,Y,P,SF,1,P,FL,35840,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,226.48,,,,,,,,,,,,,,,,,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7258,R,6.625,6.625,258000.0,,240,0,240,240,80,80,2,31.0,732.0,711.0,N,R,SF,1,P,MO,27620,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
14344,R,6.99,6.99,750000.0,,360,0,360,359,52,52,2,34.0,689.0,692.0,N,C,SF,1,P,FL,45300,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
5781,R,7.5,7.5,200000.0,,360,1,359,359,80,80,2,43.0,731.0,761.0,N,C,SF,1,P,OH,17460,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,148.43,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
14985,C,6.125,6.125,271000.0,,360,1,359,358,80,80,1,44.0,698.0,,Y,P,SF,1,P,FL,15980,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
9585,C,7.625,7.625,245000.0,,360,1,359,359,93,93,1,39.0,775.0,,N,P,MH,1,P,WI,0,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,177.32,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
15367,R,6.0,6.0,230000.0,,120,0,120,119,34,34,2,15.0,790.0,775.0,Y,P,SF,1,P,WV,16620,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7233,C,5.875,5.875,472000.0,,180,1,179,178,62,62,1,42.0,733.0,,N,R,PU,1,P,IN,26900,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,1648.4,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
14285,C,6.25,6.25,182000.0,,360,1,359,359,95,101,1,38.0,737.0,,Y,P,SF,2,P,WI,24580,16.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,F,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
519,R,8.5,8.5,91000.0,,360,3,357,357,75,75,2,50.0,693.0,715.0,N,P,SF,1,I,TX,10180,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,56.04,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
1755,R,6.5,6.5,554000.0,,360,1,359,349,85,85,1,32.0,760.0,,Y,P,PU,1,P,TN,34980,12.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,531.07,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
4508,C,7.25,7.25,207000.0,,360,4,356,356,95,98,1,43.0,733.0,,N,P,SF,1,P,IL,16980,16.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,164.51,,,,,,,,,,,,,,,,1.0,N,F,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
14930,R,5.99,5.99,545000.0,,360,1,359,356,65,65,1,43.0,745.0,,Y,P,PU,1,P,WA,42660,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
12066,B,7.125,7.125,174000.0,,360,1,359,352,54,54,2,24.0,794.0,775.0,N,R,CO,1,P,MI,24340,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
5263,B,5.375,5.375,175000.0,,360,5,355,355,47,47,1,44.0,772.0,,N,P,PU,1,P,TX,26420,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,200.02,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
1069,B,7.49,7.49,72000.0,,360,3,357,357,80,80,2,42.0,758.0,762.0,N,P,SF,1,I,OH,17460,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,54.21,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
8340,B,7.599,7.599,332000.0,,360,1,359,359,80,80,1,36.0,781.0,,Y,P,PU,1,P,MI,29620,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,241.55,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
8419,R,4.25,4.25,401000.0,,360,0,360,360,90,90,1,36.0,804.0,,Y,P,PU,1,P,CA,40900,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
12511,C,6.0,6.0,206000.0,,360,0,360,360,68,68,1,48.0,720.0,,N,P,CO,1,P,OH,17140,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6611,C,7.5,7.5,750000.0,,360,3,357,356,45,45,2,36.0,806.0,814.0,N,P,PU,1,I,ID,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,567.11,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
14814,R,6.875,6.875,192000.0,,120,0,120,120,80,80,1,37.0,736.0,,Y,P,PU,1,P,TX,26420,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
665,C,7.0,7.0,432000.0,,360,3,357,356,97,97,1,33.0,784.0,,Y,P,PU,1,P,TX,19100,35.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,360.29,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
12250,R,7.25,7.25,174000.0,,360,2,358,358,55,55,1,47.0,738.0,,N,R,SF,1,P,IL,16980,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,187.18,,,,,,,,,,,,,,,,,N,H,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
716,R,7.375,7.375,217000.0,,360,2,358,358,64,64,1,32.0,796.0,,N,R,PU,1,P,IN,21780,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,165.75,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
14085,B,6.999,6.999,297000.0,,360,1,359,359,90,90,1,43.0,758.0,,Y,P,SF,1,P,MI,19820,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
13295,R,6.99,6.99,170000.0,,360,0,360,359,85,85,1,29.0,763.0,,Y,P,SF,1,P,OH,19430,12.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,2.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
1699,R,6.99,6.99,678000.0,,360,2,358,358,74,74,2,40.0,695.0,719.0,Y,P,CO,1,P,MA,14460,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,560.3,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
1877,R,5.75,5.75,163000.0,,360,2,358,358,45,45,2,40.0,771.0,784.0,N,P,PU,1,I,TX,19100,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,190.13,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
12361,B,6.5,6.5,643000.0,,360,0,360,360,77,77,2,27.0,784.0,786.0,N,P,PU,1,P,CO,19740,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
17704,R,6.99,6.99,234000.0,,360,1,359,358,45,45,2,45.0,804.0,768.0,N,R,SF,1,P,CA,40140,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7320,C,6.625,6.625,542000.0,,360,0,360,360,80,80,2,31.0,773.0,752.0,N,P,SF,1,P,MN,33460,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
16555,R,6.125,6.125,256000.0,,355,1,354,347,40,40,1,15.0,811.0,,N,R,PU,1,P,VA,47900,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6800,C,6.875,6.875,620000.0,,360,1,359,359,80,80,2,47.0,754.0,782.0,Y,P,SF,1,P,NY,35620,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,520.88,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
15917,B,6.125,6.125,243000.0,,360,-1,361,360,97,97,2,49.0,805.0,758.0,Y,P,PU,1,P,TX,26420,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7065,R,6.625,6.625,383000.0,,360,1,359,359,80,80,1,47.0,764.0,,Y,P,PU,1,P,TX,19100,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7140,B,5.625,5.625,620000.0,,180,1,179,178,47,47,1,46.0,791.0,,Y,P,SF,1,P,CA,41860,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,4412.1,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
13766,C,7.0,7.0,825000.0,,360,1,359,359,95,95,2,48.0,703.0,702.0,Y,P,PU,1,P,TN,34980,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,Y,,,,,,,,,,,,,,7,N,,,7,,6.0
14856,R,6.5,6.5,53000.0,,120,-1,121,120,22,22,1,40.0,767.0,,N,R,SF,1,P,TX,41700,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
8990,R,6.875,6.875,158000.0,,360,1,359,358,29,29,1,17.0,778.0,,N,C,SF,1,P,CA,41940,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,133.5,,,,,,,,,,,,,,,,,N,7,N,,,P,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6861,C,7.49,7.49,267000.0,,360,2,358,358,95,95,1,24.0,702.0,,N,P,SF,1,P,MI,19820,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,200.04,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
8168,R,6.425,6.425,275000.0,,360,0,360,359,90,90,2,36.0,776.0,781.0,N,P,SF,1,P,MN,0,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,251.9,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
15266,C,6.499,6.499,311000.0,,360,0,360,360,89,89,1,50.0,702.0,,Y,P,SF,2,P,MA,39300,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
14108,C,6.5,6.5,220000.0,,360,0,360,360,90,90,1,49.0,761.0,,Y,P,SF,1,P,GA,12060,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
8128,R,6.375,6.375,125000.0,,360,2,358,358,18,18,2,41.0,790.0,790.0,N,P,PU,1,P,GA,12060,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,116.44,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6592,R,7.625,7.625,238000.0,,360,1,359,359,90,90,2,47.0,765.0,794.0,N,P,PU,1,S,TX,0,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,172.04,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
8672,R,7.437,7.437,194000.0,,360,1,359,359,75,75,2,40.0,762.0,704.0,N,P,SF,1,I,NC,16740,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,145.99,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
14355,R,6.375,6.375,273000.0,,360,1,359,359,47,47,2,45.0,805.0,803.0,N,R,SF,1,P,IL,16980,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
91,R,5.99,5.99,320000.0,,360,2,358,358,90,90,2,45.0,769.0,703.0,Y,P,PU,1,P,TX,19100,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,320.27,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
2577,R,6.5,6.5,78000.0,,360,1,359,359,43,43,1,39.0,763.0,,N,C,SF,1,P,IN,26900,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,92.36,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
9876,R,6.5,6.5,150000.0,,360,1,359,358,24,24,1,44.0,687.0,,N,C,CO,1,P,WA,42660,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,136.33,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
8384,C,7.5,7.5,153000.0,,360,4,356,356,90,105,1,49.0,747.0,,Y,P,SF,1,P,MN,33460,12.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,115.69,,,,,,,,,,,,,,,,1.0,N,F,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
9929,R,6.625,6.625,339000.0,,360,1,359,359,80,80,1,38.0,758.0,,Y,P,PU,1,P,IL,16980,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
16115,C,6.875,6.875,187000.0,,360,-1,361,360,60,60,1,42.0,671.0,,N,C,PU,1,P,TX,26420,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
18083,B,7.499,7.499,199000.0,,360,-1,361,360,97,97,1,36.0,715.0,,Y,P,SF,1,P,PA,37980,35.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
4260,R,6.99,6.99,696000.0,,360,2,358,358,80,80,2,39.0,739.0,750.0,N,P,PU,1,P,OR,38900,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,574.96,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
